order_id,bad_review,review_score,order_status,product_category,seller_state,customer_state,delivery_time_days,delivery_delay_days,seller_prior_bad_review_rate,category_prior_bad_review_rate,risk_score,risk_band,top_risk_reason,recommended_action
a21218028d6e411d8a933cb50a343770,1,1,processing,small_appliances,SC,SP,,,0.6666666666666666,0.1438127090301003,0.9803558378783725,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
3feb799ce0a45e25a33828bff05ae553,1,1,processing,stationery,MG,RJ,,,1.0,0.1032531824611032,0.9801698233576646,critical,seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
28e1ea60cba1b06473eba84efa915385,1,1,processing,toys,RJ,SP,,,0.1136950904392764,0.110091743119266,0.980119817504031,critical,"model score driven by combined order, seller, category, and payment signals",Immediate support review and proactive customer follow-up
ae16a4774354e48d2a9a8c43c685b30d,1,1,processing,construction_tools_construction,PR,SP,,,0.5454545454545454,0.3333333333333333,0.979477160728793,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
bc73e8deb8fec536f3e4c8340d37a8ce,1,2,processing,watches_gifts,RJ,CE,,,1.0,0.1315410465674508,0.9793563769718889,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
981ce71403e17f9540c416f431a7c6d2,1,1,processing,watches_gifts,RJ,MG,,,1.0,0.1318312559923298,0.9792767069350305,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
b38c1ea8a0202a0c367fa61b498b1749,1,1,processing,consoles_games,SP,SP,,,0.8,0.25,0.9792095844568482,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
9a4ae4d5c3a3dabdf42e5d7ec4203ed2,1,1,processing,auto,MG,PR,,,,0.391304347826087,0.9790376697561819,critical,category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
ef66a4451c6f9f04d3656be7e9034f1c,1,1,processing,watches_gifts,RJ,RS,,,1.0,0.1332385016595542,0.9789570498013476,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
426787854631af08093236fbcd0cd554,1,1,delivered,cool_stuff,SP,RJ,46.75597222222222,14.765844907407407,0.1545893719806763,0.1078960274644433,0.9789522427420679,critical,delivery delayed by 14.8 days; long delivery time,Immediate support review and proactive customer follow-up
ccac33950ffc27cb905dbcdfb099494a,1,1,unavailable,,,SP,,,0.7974137931034483,0.4343891402714932,0.9789261111209475,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
1e2db169ace8c7d55bc4567bdf5c4190,1,1,processing,watches_gifts,RJ,MG,,,1.0,0.1335520149953139,0.9786061220405853,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
12cfc50e5dd5eb78bd329c22b46da0b1,1,1,processing,,SP,CE,,,0.4444444444444444,0.3853006681514476,0.9785262543175346,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
88096595631e8d26b658306256e3ce34,1,1,delivered,baby,DF,RJ,45.263576388888886,13.95472222222222,0.1854838709677419,0.1437962202136401,0.9784816675241882,critical,delivery delayed by 14.0 days; long delivery time,Immediate support review and proactive customer follow-up
ee234bfd26ca588915483995d811c1d0,1,1,unavailable,,,SP,,,0.79957805907173,0.434129089301503,0.9782880106973183,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
6111350dd1f8b825ac82e9caea339f07,1,1,unavailable,,,SP,,,0.7873831775700935,0.4266144814090019,0.9782370108538059,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
1d52ba7197c7acebbb4f826f6585536f,1,1,processing,computers_accessories,SP,RJ,,,1.0,0.2325581395348837,0.9780536676056084,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
c75e9a685439f75e990bcf13443f02c5,1,1,processing,baby,RJ,SP,,,0.0673575129533678,0.1188524590163934,0.9779152002911697,critical,"model score driven by combined order, seller, category, and payment signals",Immediate support review and proactive customer follow-up
5651d145b842e1a67239f35b7c6ceb18,1,1,processing,watches_gifts,RJ,RJ,,,1.0,0.1311154598825831,0.9777756943178689,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
16fe5fdb7f5aa0c9e841387dfec29821,1,1,processing,auto,MG,RJ,,,1.0,0.3703703703703703,0.9777394859183618,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
99c431d458f11efda5006517f77783ad,1,1,invoiced,,SP,SP,,,0.5588235294117647,0.4290633608815427,0.9777198813213973,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
ef32bb24f4e81a29a305e5285c8d3d34,1,1,unavailable,,,SP,,,0.804642166344294,0.4314036478984933,0.9776514872869029,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
55f4a795aff551817b34f6ec2907f8bc,1,1,delivered,,SP,RJ,39.99675925925926,13.648171296296296,0.2068965517241379,0.4305772230889235,0.9775220792486,critical,delivery delayed by 13.6 days; seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
688f9f7bf06856abf4f9bd73e57cb5a4,1,2,delivered,,SP,RJ,40.57369212962963,8.046226851851852,0.3333333333333333,0.4305448963929393,0.9775133567260237,critical,delivery delayed by 8.0 days; seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
05a971ae7a83a0b371ae1b5bfc45514e,1,1,processing,garden_tools,PR,SP,,,0.6,0.3181818181818182,0.977489078879283,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
e7e4ea34d176d9efab560f0db16925fb,1,2,unavailable,,,SP,,,0.801255230125523,0.4347063978965819,0.9774077867807942,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
87feaeca6b457d3cc9129c26a4c71f63,1,2,shipped,,SP,RJ,,,0.3421052631578947,0.4313271604938271,0.9773650233542174,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
7975bad6e2c65b59ab15b7152c94c63d,1,1,processing,perfumery,SP,SP,,,0.5555555555555556,0.128440366972477,0.9773539346994402,critical,seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
e219372f6da65b22dd2e19af454261bb,1,1,delivered,,SP,RJ,41.19491898148148,14.885532407407409,0.1481481481481481,0.4305882352941176,0.9773360597362267,critical,delivery delayed by 14.9 days; category has elevated prior bad-review rate; long delivery time,Immediate support review and proactive customer follow-up
7ecb6c38b166531663fdecce49dc1a6f,1,1,unavailable,,,PR,,,0.8049713193116634,0.4318529862174579,0.9771761359092114,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
60b206a5b9791b512e2f06a91360039c,1,1,delivered,,SP,RJ,44.15530092592593,14.887974537037037,0.1785714285714285,0.4310344827586206,0.977140961579185,critical,delivery delayed by 14.9 days; category has elevated prior bad-review rate; long delivery time,Immediate support review and proactive customer follow-up
33e13c48e5883f2a3ae2269bf57650c7,1,1,unavailable,,,MG,,,0.8053949903660886,0.4308176100628931,0.9770415105335711,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
4f2a29346d25613d2e553a8d6381b006,1,1,delivered,baby,SP,BA,35.49599537037037,10.46701388888889,0.1703703703703703,0.1640340218712029,0.9770367645086304,critical,delivery delayed by 10.5 days; long delivery time,Immediate support review and proactive customer follow-up
4188e271c401875d724b4e9ee6fe7206,1,1,unavailable,,,SP,,,0.8023483365949119,0.4338235294117647,0.9769928169051477,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
335fecd3c4c9287451e9116aa7f53440,1,1,processing,small_appliances,SP,RJ,,,0.2307692307692307,0.1415094339622641,0.9769807981798725,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
a20244bef3bafb6f4d37e3603539336d,1,2,unavailable,,,MG,,,0.8038834951456311,0.432475884244373,0.9769652852922597,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
f5cf5716413185387030a378bdd46ebe,1,1,processing,books_imported,SP,MG,,,0.0,,0.976949426883544,critical,"model score driven by combined order, seller, category, and payment signals",Immediate support review and proactive customer follow-up
b408eebfa22431115ec0811eff9d8561,1,1,processing,auto,SP,SC,,,0.75,0.160377358490566,0.9768713615696762,critical,seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
0e64b89242bbb62b8ea29c57fc8073fb,1,1,unavailable,,,SP,,,0.7973273942093542,0.4327102803738318,0.976824374983952,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
df2f177b04bac67798590bc71213dcc2,1,1,unavailable,,,SP,,,0.7888631090487239,0.4280155642023346,0.976787546540745,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
00a500bc03bc4ec968e574c2553bed4b,1,2,unavailable,,,BA,,,0.796875,0.4321796071094481,0.976678616023263,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
dc103edeb857e3480e63f64cd8f7411b,1,1,processing,toys,SP,SP,,,0.4,0.0955102040816326,0.9766742830091775,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
fa5dc4c3b8326a0da88dc49b20e0ed27,1,1,unavailable,,,RJ,,,0.7908045977011494,0.4302325581395348,0.976657270467181,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
1612081119e8f23745698ad3367cc14b,1,1,unavailable,,,SP,,,1.0,0.875,0.9766068807164618,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
6ec704c9a120baaa6b3e162255ec684b,1,1,unavailable,,,MG,,,0.8057142857142857,0.4337899543378995,0.9765218720964615,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
85fc293d3e0bf416c547c15d991e096a,1,1,unavailable,,,RJ,,,0.8003952569169961,0.4365145228215767,0.9764736545179312,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
8c11e7320d48d441627a82aa47d9afc1,1,1,processing,watches_gifts,SP,RJ,,,,0.1612903225806451,0.9763994521887704,critical,"model score driven by combined order, seller, category, and payment signals",Immediate support review and proactive customer follow-up
fe87d4b944748f63ca5ed22cc55b6fb6,1,1,unavailable,,,SP,,,0.8012170385395537,0.4377133105802048,0.9763907425895918,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
402e0a2ad64d2f2b8f0d06d436789aca,1,2,unavailable,,,SP,,,0.7853260869565217,0.4138309549945115,0.9763857918451166,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
55f1a7153e4d67447465073ad9490f04,1,1,unavailable,,,SP,,,0.8012295081967213,0.4368013757523645,0.9763601483160771,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
c224c9c2f8598269441c76eca7720448,1,1,unavailable,,,MG,,,0.7941176470588235,0.4304761904761904,0.9763262031661445,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
410d704bdcbe2893fd5ad73fe8166f43,1,2,unavailable,,,SP,,,0.802734375,0.4342857142857143,0.9762207830564853,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
4ddf6c937ee248504c71104627543a23,1,1,processing,construction_tools_construction,PR,RJ,,,0.5,0.25,0.9762134957787487,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
0d2c1a413f6aa3a36b8bb940b028f930,1,1,unavailable,,,BA,,,0.7977777777777778,0.4333643988816402,0.9761698145989384,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
c12a72f72509bcc1317ee119c5ade35b,1,1,unavailable,,,RJ,,,0.7978723404255319,0.4340463458110516,0.9761099643378338,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
1391638490f9af630fb84f5da6f40843,1,1,processing,sports_leisure,SP,SP,,,0.0,0.1384615384615384,0.9761071218025312,critical,freight cost is high relative to item price,Immediate support review and proactive customer follow-up
6cf5c427fb11bc5fe8abefa86aa7ba0b,1,1,unavailable,,,SP,,,0.7780898876404494,0.4082774049217002,0.9760836739817155,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
18c528b07b50f67122420d4b645dc84c,1,1,unavailable,,,SP,,,0.784,0.4155844155844156,0.9760487526541665,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
2cc53a4aa9a5a0f2c0ff6559260fb1d4,1,1,processing,furniture_decor,MG,SP,,,0.6666666666666666,0.1611650485436893,0.9760444586316372,critical,seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
34cea4a1fdf5fefdf4d48d7dafe53911,1,1,unavailable,,,RJ,,,0.7755681818181818,0.4065315315315315,0.9759527390570469,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
a229af912d66e534353b1fa59daef44b,1,1,unavailable,,,SP,,,0.7851458885941645,0.4156820622986036,0.9759050633912473,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
85a22eb264ad44ff56c4955a66876fed,1,1,unavailable,,,RJ,,,0.7931818181818182,0.4293893129770992,0.9758457295894847,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
5f39fdc052a768523f7c3bed2cfd3fc3,1,1,processing,toys,SP,MG,,,1.0,0.1216666666666666,0.975811634751107,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
824fa8179b9911d58831e0b09eedde13,1,1,processing,,SP,SP,,,,0.4155405405405405,0.9757678305675751,critical,category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
50503051a38d8ee049d1226032c7d82d,0,3,unavailable,,,MG,,,0.8016194331983806,0.4378194207836456,0.9757324969839031,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
a027b795d174ac4c8c7fd853838b5744,1,1,unavailable,,,SP,,,0.8031189083820662,0.43354943273906,0.9757170606207713,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
91427fef1ca1431d3d86d7bcd0b51ebc,1,2,unavailable,,,SP,,,0.7678018575851393,0.4036585365853659,0.9757136437408522,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
d006112ce36cbbb57fec00ebce1de147,1,1,processing,garden_tools,SP,RJ,,,0.0,0.2758620689655172,0.9756909775619185,critical,category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
0f9e79a42b9e6e14a8d7f913b4da0239,1,1,delivered,furniture_decor,SP,PR,32.25150462962963,11.835185185185184,0.2090032154340836,0.1755989133119288,0.9756258553749863,critical,delivery delayed by 11.8 days; seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
90207c312f193fbd229671833bf08d47,1,1,processing,computers_accessories,SP,SP,,,,0.2558139534883721,0.9755810174298304,critical,category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
fcfc50a9520809adee86b167b0cf297e,1,1,invoiced,consoles_games,SP,SP,,,0.5700934579439252,0.1450892857142857,0.9755691505589983,critical,seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
2740f9d58dd09ee632344af519b499ac,1,1,processing,sports_leisure,SP,RJ,,,0.25,0.1386392811296534,0.9755268536477013,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
d6c071bb6550e03c4ec129f737acfc3d,1,1,invoiced,consoles_games,SP,SP,,,0.5842696629213483,0.1447811447811448,0.9754699430173212,critical,seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
736dca37c6d52d16556556bdd7d208ff,1,1,unavailable,,,RJ,,,0.8008213552361396,0.4363166953528399,0.9754689044278981,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
fd01599ab4ac4b1c1f5a5d16a7871d72,1,1,unavailable,,,SP,,,0.8007889546351085,0.4366197183098591,0.9754596849173448,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
9d4e334ddde795cd4fbee24dc4b68cfe,1,1,unavailable,,,SP,,,0.7970085470085471,0.4334226988382484,0.9754491101341034,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
1dc2fa22dbb160db9eb90923718fd0c5,1,1,delivered,computers_accessories,PR,RJ,42.07703703703704,19.56420138888889,0.3125,0.1619318181818181,0.9753948025608653,critical,delivery delayed by 19.6 days; seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
7fd4b0e047195ca197c3660772a8d8c0,1,1,canceled,,,RJ,,,1.0,0.9230769230769232,0.9753900461608526,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
985dbac2172bbf6b32bcca35da50d7a0,1,2,delivered,baby,SP,RN,44.89388888888889,17.641319444444445,0.1892857142857142,0.1727115716753022,0.9753788372366675,critical,delivery delayed by 17.6 days; long delivery time,Immediate support review and proactive customer follow-up
e3ec006ca1c696a42b47b941983aa2cc,1,1,processing,watches_gifts,SP,DF,,,1.0,0.175,0.9752782676792429,critical,seller has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
69c49491c1300f416d32e8bedc9f8907,1,1,unavailable,,,SP,,,0.7845744680851063,0.4157667386609071,0.9752466063663505,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
65f87722388463aa7d02023c8f5b11ab,1,1,unavailable,,,MG,,,0.8004032258064516,0.4375531011045029,0.9752249484148816,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
5fabc81b6322c8443648e1b21a6fef21,1,1,unavailable,,,SP,,,0.7764705882352941,0.4079254079254079,0.9751992939195768,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
e04f1da1f48bf2bbffcf57b9824f76e1,1,1,invoiced,,,SC,,,1.0,0.8571428571428571,0.9751491647078935,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
2fcd7fa5d8729fd6dddd51369b36edcd,1,1,delivered,watches_gifts,SP,RJ,50.6430787037037,26.862511574074077,0.6,0.1468401486988847,0.9750835919291625,critical,delivery delayed by 26.9 days; seller has elevated prior bad-review rate; seller has elevated prior late-delivery rate,Immediate support review and proactive customer follow-up
6c98fa39891b33399785aeac3d7ee926,1,1,processing,garden_tools,DF,RJ,,,0.3076923076923077,0.2149532710280373,0.9750483627344387,critical,seller has elevated prior bad-review rate; category has elevated prior bad-review rate,Immediate support review and proactive customer follow-up
6081e66cc1fc92a9f303a8f878f5be36,1,1,processing,garden_tools,SP,SP,,,,0.2201834862385321,0.9750258279058457,critical,category has elevated prior bad-review rate; freight cost is high relative to item price,Immediate support review and proactive customer follow-up
